car,model,base price of car,type,category,sub category,fuel type,multi allowed,description,price,car image,currently selected,image,swatch image,is recommended,option_id,material
Defender OCTA,Defender Hard Top 110 - Defender Hard Top X-Dynamic HSE,$0,wheels,wheel,"20"" Style 6011, Gloss Black wheels",,,,$0,,,,,,,
Defender OCTA,Defender Hard Top 110 - Defender Hard Top X-Dynamic HSE,$0,wheels,wheel,"22"" Style 5098 wheels",,,,$0,,,,,,,
Defender OCTA,Defender Hard Top 110 - Defender Hard Top X-Dynamic HSE,$0,wheels,wheel,"22"" Style 5098, Gloss Black wheels",,,,$0,,,,,,,
Defender OCTA,Defender Hard Top 110 - Defender Hard Top X-Dynamic HSE,$0,wheels,tyres,All-season tyres,,,,$0,,,,,,,
Defender OCTA,Defender Hard Top 110 - Defender Hard Top X-Dynamic HSE,$0,wheels,tyres,All-Terrain Tyres,,,,$0,,,,,,,
Defender OCTA,Defender Hard Top 110 - Defender Hard Top X-Dynamic HSE,$0,wheels,spare_wheel_covers,Body-coloured Spare Wheel Cover,,,,$0,,,,,,,
Defender OCTA,Defender Hard Top 110 - Defender Hard Top X-Dynamic HSE,$0,wheels,spare_wheel_covers,Without Spare Wheel Cover,,,,$0,,,,,,,
Defender OCTA,Defender Hard Top 110 - Defender Hard Top X-Dynamic HSE,$0,interior,trims,Ebony Resist seats with Ebony interior,,,,$0,,,,,,,Resist
Defender OCTA,Defender Hard Top 110 - Defender Hard Top X-Dynamic HSE,$0,interior,trims,Ebony Windsor leather seats with Ebony interior,,,,$0,,yes,,,,,Windsor leather
Defender OCTA,Defender Hard Top 110 - Defender Hard Top X-Dynamic HSE,$0,interior,trims,Ebony Windsor leather and Kvadrat™ seats with Ebony interior,,,,$0,,,,,,,Windsor Leather and Kvadrat™ textile
Defender OCTA,Defender Hard Top 110 - Defender Hard Top X-Dynamic HSE,$0,interior,interior_upgrade,Standard interior,,,,$0,,,,,,,
Defender OCTA,Defender Hard Top 110 - Defender Hard Top X-Dynamic HSE,$0,interior,interior_upgrade,Extended Leather Upgrade,,,,$0,,yes,,,,,
Defender OCTA,Defender Hard Top 110 - Defender Hard Top X-Dynamic HSE,$0,interior,interior_upgrade,Windsor leather Signature Interior Pack,,,,$0,,,,,,,
Defender OCTA,Defender Hard Top 110 - Defender Hard Top X-Dynamic HSE,$0,interior,cross_car_beam,Cross car beam in Dark Grey Powder Coat finish,,,,$0,,,,,,,
Defender OCTA,Defender Hard Top 110 - Defender Hard Top X-Dynamic HSE,$0,interior,cross_car_beam,Cross car beam in metallic grey Powder Coat finish,,,,$0,,,,,,,
Defender OCTA,Defender Hard Top 110 - Defender Hard Top X-Dynamic HSE,$0,interior,cross_car_beam,Cross car beam in Light Cloud Powder Coat finish,,,,$0,,,,,,,
Defender OCTA,Defender Hard Top 110 - Defender Hard Top X-Dynamic HSE,$0,interior,seat_configuration,2 seats,,,,$0,,,,,,,
Defender OCTA,Defender Hard Top 110 - Defender Hard Top X-Dynamic HSE,$0,interior,seat_configuration,3 Seats (includes front jump seat),,,,$0,,,,,,,
Defender OCTA,Defender Hard Top 110 - Defender Hard Top X-Dynamic HSE,$0,interior,headlining,Ebony morzine headlining,,,,$0,,,,,,,
Defender OCTA,Defender Hard Top 110 - Defender Hard Top X-Dynamic HSE,$0,packs,packs,Pro Pack,,,,$0,,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773318718/landrover/landrover/features/ProPack_20260312_123157_424696.jpg,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773318718/landrover/landrover/features/ProPack_20260312_123157_424696.jpg,,,
Defender OCTA,Defender Hard Top 110 - Defender Hard Top X-Dynamic HSE,$0,packs,packs,Air Suspension Pack,,,,$0,,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773318726/landrover/landrover/features/AirSuspensionPack_20260312_123205_511774.jpg,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773318726/landrover/landrover/features/AirSuspensionPack_20260312_123205_511774.jpg,,,
Defender OCTA,Defender Hard Top 110 - Defender Hard Top X-Dynamic HSE,$0,packs,packs,Towing Pack,,,,$0,,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773318733/landrover/landrover/features/TowingPack_20260312_123212_851630.jpg,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773318733/landrover/landrover/features/TowingPack_20260312_123212_851630.jpg,,,
Defender OCTA,Defender Hard Top 110 - Defender Hard Top X-Dynamic HSE,$0,packs,packs,Off-Road Pack,,,,$0,,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773318742/landrover/landrover/features/Off-RoadPack_20260312_123221_830978.jpg,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773318742/landrover/landrover/features/Off-RoadPack_20260312_123221_830978.jpg,,,
Defender OCTA,Defender Hard Top 110 - Defender Hard Top X-Dynamic HSE,$0,packs,packs,Advanced Off-Road Pack,,,,$0,,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773318749/landrover/landrover/features/AdvancedOff-RoadPack_20260312_123229_161427.jpg,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773318749/landrover/landrover/features/AdvancedOff-RoadPack_20260312_123229_161427.jpg,,,
Defender OCTA,Defender Hard Top 110 - Defender Hard Top X-Dynamic HSE,$0,options,options,Black roof rails,,,,$0,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773318771/landrover/landrover/options/option_Blackroofrails_20260312_123250_881400.jpg,yes,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773318771/landrover/landrover/options/option_Blackroofrails_20260312_123250_881400.jpg,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773318771/landrover/landrover/options/option_Blackroofrails_20260312_123250_881400.jpg,,N-060AW,
Defender OCTA,Defender Hard Top 110 - Defender Hard Top X-Dynamic HSE,$0,options,options,Without roof rails,,,,$0,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773318775/landrover/landrover/options/option_Withoutroofrails_20260312_123253_891981.jpg,no,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773318775/landrover/landrover/options/option_Withoutroofrails_20260312_123253_891981.jpg,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773318775/landrover/landrover/options/option_Withoutroofrails_20260312_123253_891981.jpg,,N-060AE,
Defender OCTA,Defender Hard Top 110 - Defender Hard Top X-Dynamic HSE,$0,options,options,Solar attenuating windscreen,,,,$0,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773318779/landrover/landrover/options/option_Solarattenuatingwindscreen_20260312_123258_443413.jpg,no,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773318779/landrover/landrover/options/option_Solarattenuatingwindscreen_20260312_123258_443413.jpg,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773318779/landrover/landrover/options/option_Solarattenuatingwindscreen_20260312_123258_443413.jpg,,N-047EB,
Defender OCTA,Defender Hard Top 110 - Defender Hard Top X-Dynamic HSE,$0,options,options,Non-Heated Power Wash,,,,$0,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773318782/landrover/landrover/options/option_Non-HeatedPowerWash_20260312_123301_920014.jpg,yes,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773318782/landrover/landrover/options/option_Non-HeatedPowerWash_20260312_123301_920014.jpg,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773318782/landrover/landrover/options/option_Non-HeatedPowerWash_20260312_123301_920014.jpg,,A-064BW,
Defender OCTA,Defender Hard Top 110 - Defender Hard Top X-Dynamic HSE,$0,options,options,Headlight power wash,,,,$0,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773318785/landrover/landrover/options/option_Headlightpowerwash_20260312_123304_962525.jpg,no,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773318785/landrover/landrover/options/option_Headlightpowerwash_20260312_123304_962525.jpg,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773318785/landrover/landrover/options/option_Headlightpowerwash_20260312_123304_962525.jpg,,N-064BV,
Defender OCTA,Defender Hard Top 110 - Defender Hard Top X-Dynamic HSE,$0,options,options,Cabin walk-through,,,,$0,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773318788/landrover/landrover/options/option_Cabinwalk-through_20260312_123307_934385.jpg,no,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773318788/landrover/landrover/options/option_Cabinwalk-through_20260312_123307_934385.jpg,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773318788/landrover/landrover/options/option_Cabinwalk-through_20260312_123307_934385.jpg,,N-045AG,
Defender OCTA,Defender Hard Top 110 - Defender Hard Top X-Dynamic HSE,$0,options,options,Centre console with armrest,,,,$0,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773318794/landrover/landrover/options/option_Centreconsolewitharmrest_20260312_123313_842209.jpg,yes,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773318794/landrover/landrover/options/option_Centreconsolewitharmrest_20260312_123313_842209.jpg,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773318794/landrover/landrover/options/option_Centreconsolewitharmrest_20260312_123313_842209.jpg,,N-045AS,
Defender OCTA,Defender Hard Top 110 - Defender Hard Top X-Dynamic HSE,$0,options,options,Front centre console refrigerator compartment,,,,$0,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773318797/landrover/landrover/options/option_Frontcentreconsolerefrigeratorcompartment_20260312_123317_001935.jpg,no,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773318797/landrover/landrover/options/option_Frontcentreconsolerefrigeratorcompartment_20260312_123317_001935.jpg,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773318797/landrover/landrover/options/option_Frontcentreconsolerefrigeratorcompartment_20260312_123317_001935.jpg,,N-045CB,
Defender OCTA,Defender Hard Top 110 - Defender Hard Top X-Dynamic HSE,$0,options,options,14-way heated and cooled electric memory front seats with 4-way manual headrests,,,,$0,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773318800/landrover/landrover/options/option_14-wayheatedandcooledelectricmemoryfrontseatswith4-waymanualheadrests_20260312_123320_273973.jpg,yes,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773318800/landrover/landrover/options/option_14-wayheatedandcooledelectricmemoryfrontseatswith4-waymanualheadrests_20260312_123320_273973.jpg,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773318800/landrover/landrover/options/option_14-wayheatedandcooledelectricmemoryfrontseatswith4-waymanualheadrests_20260312_123320_273973.jpg,,N-300WD,
Defender OCTA,Defender Hard Top 110 - Defender Hard Top X-Dynamic HSE,$0,options,options,Cabin Pre-Conditioning with Remote Fob,,,,$0,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773318804/landrover/landrover/options/option_CabinPre-ConditioningwithRemoteFob_20260312_123324_082573.jpg,no,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773318804/landrover/landrover/options/option_CabinPre-ConditioningwithRemoteFob_20260312_123324_082573.jpg,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773318804/landrover/landrover/options/option_CabinPre-ConditioningwithRemoteFob_20260312_123324_082573.jpg,,N-022LC,
Defender OCTA,Defender Hard Top 110 - Defender Hard Top X-Dynamic HSE,$0,options,options,Leather steering wheel,,,,$0,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773318808/landrover/landrover/options/option_Leathersteeringwheel_20260312_123327_795858.jpg,yes,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773318808/landrover/landrover/options/option_Leathersteeringwheel_20260312_123327_795858.jpg,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773318808/landrover/landrover/options/option_Leathersteeringwheel_20260312_123327_795858.jpg,,N-032BV,
Defender OCTA,Defender Hard Top 110 - Defender Hard Top X-Dynamic HSE,$0,options,options,Standard non-leather steering wheel,,,,$0,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773318812/landrover/landrover/options/option_Standardnon-leathersteeringwheel_20260312_123331_776412.jpg,no,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773318812/landrover/landrover/options/option_Standardnon-leathersteeringwheel_20260312_123331_776412.jpg,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773318812/landrover/landrover/options/option_Standardnon-leathersteeringwheel_20260312_123331_776412.jpg,,N-032NY,
Defender OCTA,Defender Hard Top 110 - Defender Hard Top X-Dynamic HSE,$0,options,options,Without Head-up Display,,,,$0,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773318815/landrover/landrover/options/option_WithoutHead-upDisplay_20260312_123334_841632.jpg,yes,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773318815/landrover/landrover/options/option_WithoutHead-upDisplay_20260312_123334_841632.jpg,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773318815/landrover/landrover/options/option_WithoutHead-upDisplay_20260312_123334_841632.jpg,,A-039IA,
Defender OCTA,Defender Hard Top 110 - Defender Hard Top X-Dynamic HSE,$0,options,options,Head-up Display,,,,$0,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773318818/landrover/landrover/options/option_Head-upDisplay_20260312_123338_373203.jpg,no,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773318818/landrover/landrover/options/option_Head-upDisplay_20260312_123338_373203.jpg,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773318818/landrover/landrover/options/option_Head-upDisplay_20260312_123338_373203.jpg,,N-039IB,
Defender OCTA,Defender Hard Top 110 - Defender Hard Top X-Dynamic HSE,$0,options,options,Wi-Fi Enabled with Data Plan,,,,$0,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773318822/landrover/landrover/options/option_Wi-FiEnabledwithDataPlan_20260312_123341_781511.jpg,no,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773318822/landrover/landrover/options/option_Wi-FiEnabledwithDataPlan_20260312_123341_781511.jpg,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773318822/landrover/landrover/options/option_Wi-FiEnabledwithDataPlan_20260312_123341_781511.jpg,,N-025SH,
Defender OCTA,Defender Hard Top 110 - Defender Hard Top X-Dynamic HSE,$0,options,options,ClearSight interior rear view mirror,,,,$0,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773318825/landrover/landrover/options/option_ClearSightinteriorrearviewmirror_20260312_123344_863918.jpg,no,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773318825/landrover/landrover/options/option_ClearSightinteriorrearviewmirror_20260312_123344_863918.jpg,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773318825/landrover/landrover/options/option_ClearSightinteriorrearviewmirror_20260312_123344_863918.jpg,,N-031BS,
Defender OCTA,Defender Hard Top 110 - Defender Hard Top X-Dynamic HSE,$0,options,options,Domestic plug socket,,,,$0,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773318828/landrover/landrover/options/option_Domesticplugsocket_20260312_123347_944526.jpg,no,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773318828/landrover/landrover/options/option_Domesticplugsocket_20260312_123347_944526.jpg,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773318828/landrover/landrover/options/option_Domesticplugsocket_20260312_123347_944526.jpg,,N-054DB,
Defender OCTA,Defender Hard Top 110 - Defender Hard Top X-Dynamic HSE,$0,options,options,Garage Door Opener (HomeLink®),,,,$0,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773318831/landrover/landrover/options/option_GarageDoorOpenerHomeLink_20260312_123351_233592.jpg,no,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773318831/landrover/landrover/options/option_GarageDoorOpenerHomeLink_20260312_123351_233592.jpg,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773318831/landrover/landrover/options/option_GarageDoorOpenerHomeLink_20260312_123351_233592.jpg,,N-025CT,
Defender OCTA,Defender Hard Top 110 - Defender Hard Top X-Dynamic HSE,$0,options,options,Spare wheel lock (5 spoke),,,,$0,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773318835/landrover/landrover/options/option_Sparewheellock5spoke_20260312_123354_692820.jpg,yes,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773318835/landrover/landrover/options/option_Sparewheellock5spoke_20260312_123354_692820.jpg,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773318835/landrover/landrover/options/option_Sparewheellock5spoke_20260312_123354_692820.jpg,,N-050AC,
Defender OCTA,Defender Hard Top 110 - Defender Hard Top X-Dynamic HSE,$0,options,options,Spare wheel lock (3 spoke),,,,$0,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773318837/landrover/landrover/options/option_Sparewheellock3spoke_20260312_123357_625834.jpg,no,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773318837/landrover/landrover/options/option_Sparewheellock3spoke_20260312_123357_625834.jpg,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773318837/landrover/landrover/options/option_Sparewheellock3spoke_20260312_123357_625834.jpg,,N-050AE,
Defender OCTA,Defender Hard Top 110 - Defender Hard Top X-Dynamic HSE,$0,options,options,Adaptive Off-Road Cruise Control,,,,$0,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773318841/landrover/landrover/options/option_AdaptiveOff-RoadCruiseControl_20260312_123400_621547.jpg,no,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773318841/landrover/landrover/options/option_AdaptiveOff-RoadCruiseControl_20260312_123400_621547.jpg,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773318841/landrover/landrover/options/option_AdaptiveOff-RoadCruiseControl_20260312_123400_621547.jpg,,N-095CD,
Defender OCTA,Defender Hard Top 110 - Defender Hard Top X-Dynamic HSE,$0,options,options,Electronic Active Differential with Torque Vectoring by Braking,,,,$0,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773318844/landrover/landrover/options/option_ElectronicActiveDifferentialwithTorqueVectoringbyBraking_20260312_123403_554759.jpg,no,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773318844/landrover/landrover/options/option_ElectronicActiveDifferentialwithTorqueVectoringbyBraking_20260312_123403_554759.jpg,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773318844/landrover/landrover/options/option_ElectronicActiveDifferentialwithTorqueVectoringbyBraking_20260312_123403_554759.jpg,,N-027DC,
Defender OCTA,Defender Hard Top 110 - Defender Hard Top X-Dynamic HSE,$0,accessories,accessories,Black Fixed Side Steps,,,,$0,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplep0513_gl.jpg?v=4cqa7,,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplep0513_gl.jpg?v=4cqa7,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplep0513_gl.jpg?v=4cqa7,yes,,
Defender OCTA,Defender Hard Top 110 - Defender Hard Top X-Dynamic HSE,$0,accessories,accessories,Fixed Side Steps,,,,$0,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplep0525_gl.jpg?v=4cqa7,,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplep0525_gl.jpg?v=4cqa7,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplep0525_gl.jpg?v=4cqa7,,,
Defender OCTA,Defender Hard Top 110 - Defender Hard Top X-Dynamic HSE,$0,accessories,accessories,Gloss Black Spare Wheel Cover,,,,$0,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplew0157_gl.jpg?v=4cqa7,,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplew0157_gl.jpg?v=4cqa7,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplew0157_gl.jpg?v=4cqa7,,,
Defender OCTA,Defender Hard Top 110 - Defender Hard Top X-Dynamic HSE,$0,accessories,accessories,Urban Bonnet Decal,,,,$0,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplle0052_a-xdcom-hse_gl.jpg?v=4cqa7,,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplle0052_a-xdcom-hse_gl.jpg?v=4cqa7,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplle0052_a-xdcom-hse_gl.jpg?v=4cqa7,,,
Defender OCTA,Defender Hard Top 110 - Defender Hard Top X-Dynamic HSE,$0,accessories,accessories,Raised Air Intake,,,,$0,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplep0543_gl.jpg?v=4cqa7,,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplep0543_gl.jpg?v=4cqa7,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplep0543_gl.jpg?v=4cqa7,,,
Defender OCTA,Defender Hard Top 110 - Defender Hard Top X-Dynamic HSE,$0,accessories,accessories,Classic Mudflaps Pack,,,,$0,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplexclext06_gl.jpg?v=4cqa7,,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplexclext06_gl.jpg?v=4cqa7,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplexclext06_gl.jpg?v=4cqa7,,,
Defender OCTA,Defender Hard Top 110 - Defender Hard Top X-Dynamic HSE,$0,accessories,accessories,Mudflaps Pack,,,,$0,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplexclext07_gl.jpg?v=4cqa7,,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplexclext07_gl.jpg?v=4cqa7,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplexclext07_gl.jpg?v=4cqa7,,,
Defender OCTA,Defender Hard Top 110 - Defender Hard Top X-Dynamic HSE,$0,accessories,accessories,Dark Rear Scuff Plate,,,,$0,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplle0040_a-xdcom-hse_gl.jpg?v=4cqa7,,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplle0040_a-xdcom-hse_gl.jpg?v=4cqa7,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplle0040_a-xdcom-hse_gl.jpg?v=4cqa7,,,
Defender OCTA,Defender Hard Top 110 - Defender Hard Top X-Dynamic HSE,$0,accessories,accessories,Bright Rear Scuff Plate,,,,$0,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplle0039_a-xdcom-hse_gl.jpg?v=4cqa7,,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplle0039_a-xdcom-hse_gl.jpg?v=4cqa7,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplle0039_a-xdcom-hse_gl.jpg?v=4cqa7,,,
Defender OCTA,Defender Hard Top 110 - Defender Hard Top X-Dynamic HSE,$0,accessories,accessories,Gloss Black Wheel Arch Protection,,,,$0,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplle0029_gl.jpg?v=4cqa7,,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplle0029_gl.jpg?v=4cqa7,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplle0029_gl.jpg?v=4cqa7,,,
Defender OCTA,Defender Hard Top 110 - Defender Hard Top X-Dynamic HSE,$0,accessories,accessories,Black Cross Bars,,,,$0,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplle0023_gl.jpg?v=4cqa7,,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplle0023_gl.jpg?v=4cqa7,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplle0023_gl.jpg?v=4cqa7,,,
Defender OCTA,Defender Hard Top 110 - Defender Hard Top X-Dynamic HSE,$0,accessories,accessories,Black Expedition Roof Rack,,,,$0,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplle0020_gl.jpg?v=4cqa7,,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplle0020_gl.jpg?v=4cqa7,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplle0020_gl.jpg?v=4cqa7,yes,,
Defender OCTA,Defender Hard Top 110 - Defender Hard Top X-Dynamic HSE,$0,accessories,accessories,Black Deployable Roof Ladder,,,,$0,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vpler0205-110_gl.jpg?v=4cqa7,,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vpler0205-110_gl.jpg?v=4cqa7,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vpler0205-110_gl.jpg?v=4cqa7,yes,,
Defender OCTA,Defender Hard Top 110 - Defender Hard Top X-Dynamic HSE,$0,accessories,accessories,Gloss Black Exterior Side-Mounted Gear Carrier,,,,$0,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplle0011-110_gl.jpg?v=4cqa7,,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplle0011-110_gl.jpg?v=4cqa7,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplle0011-110_gl.jpg?v=4cqa7,yes,,
Defender OCTA,Defender Hard Top 110 - Defender Hard Top X-Dynamic HSE,$0,accessories,accessories,Tow Bar Mounted Bike Carrier,,,,$0,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vple110bik01_gl.jpg?v=4cqa7,,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vple110bik01_gl.jpg?v=4cqa7,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vple110bik01_gl.jpg?v=4cqa7,,,
Defender OCTA,Defender Hard Top 110 - Defender Hard Top X-Dynamic HSE,$0,accessories,accessories,Integrated Air Compressor,,,,$0,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vples0704_gl.jpg?v=4cqa7,,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vples0704_gl.jpg?v=4cqa7,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vples0704_gl.jpg?v=4cqa7,,,
Defender OCTA,Defender Hard Top 110 - Defender Hard Top X-Dynamic HSE,$0,accessories,accessories,Portable Rinse System,,,,$0,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplcs0598_gl.jpg?v=4cqa7,,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplcs0598_gl.jpg?v=4cqa7,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplcs0598_gl.jpg?v=4cqa7,,,
Defender OCTA,Defender Hard Top 110 - Defender Hard Top X-Dynamic HSE,$0,accessories,accessories,Luxury Carpet Mats LHD,,,,$0,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vples0600_gl.jpg?v=4cqa7,,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vples0600_gl.jpg?v=4cqa7,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vples0600_gl.jpg?v=4cqa7,,,
Defender OCTA,Defender Hard Top 110 - Defender Hard Top X-Dynamic HSE,$0,accessories,accessories,Luxury Carpet Mats RHD,,,,$0,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vples0601_gl.jpg?v=4cqa7,,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vples0601_gl.jpg?v=4cqa7,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vples0601_gl.jpg?v=4cqa7,,,
