Car,Model,base price of car,Type,Category,Sub Category,Multi Allowed,Description,Image,Price,Swatch Image,Product Image,Currently Selected,Currently Enabled
GTS,GTS,null,Interior Theme,Interior Theme,TechLux,No,,,0,,,No,
GTS,GTS,null,Interior Colour,Interior Colour,TechLux - Jet Black,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767852882/mclaren_cars/d9hvxyxxfizbu64pmjz7.jpg,0,,,No,
GTS,GTS,null,Interior Colour,Interior Colour,TechLux - Barolo,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767852891/mclaren_cars/mrsv5q6gyozafhhdtp1e.jpg,0,,,No,
GTS,GTS,null,Interior Colour,Interior Colour,TechLux - Vintage Tan,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767852901/mclaren_cars/xmikiiwuddsjzunrc4bh.jpg,0,,,No,
GTS,GTS,null,Interior Colour,Interior Colour,TechLux - Porcelain,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767852910/mclaren_cars/cbztazicfnnnhrnspllc.jpg,0,,,No,
GTS,GTS,null,Contrast Stitch And Seat Piping,Contrast Stitch And Seat Piping,None,No,,,0,,,No,
GTS,GTS,null,Contrast Stitch And Seat Piping,Contrast Stitch And Seat Piping,Porcelain,No,,,0,,,No,
GTS,GTS,null,Contrast Stitch And Seat Piping,Contrast Stitch And Seat Piping,Kingfisher Blue,No,,,0,,,No,
GTS,GTS,null,Contrast Stitch And Seat Piping,Contrast Stitch And Seat Piping,Ember Orange,No,,,0,,,No,
GTS,GTS,null,Contrast Stitch And Seat Piping,Contrast Stitch And Seat Piping,McLaren Vision Orange,No,,,0,,,No,
GTS,GTS,null,Interior Details Carbon Fibre Pack,Interior Details Carbon Fibre Pack,Interior Details Carbon Fibre Pack,No,,,0,,,,No
GTS,GTS,null,Steering Wheel,Steering Wheel,Jet Black Leather,No,,,0,,,No,
GTS,GTS,null,Steering Wheel,Steering Wheel,Carbon Black Alcantara,No,,,0,,,No,
GTS,GTS,null,Seat Belts,Seat Belts,Carbon Black,No,,,0,,,No,
GTS,GTS,null,Seat Belts,Seat Belts,Orange,No,,,0,,,No,
GTS,GTS,null,Seat Belts,Seat Belts,Red,No,,,0,,,No,
GTS,GTS,null,Seat Belts,Seat Belts,Yellow,No,,,0,,,No,
GTS,GTS,null,Seat Back,Seat Back,Gloss Black,No,,,0,,,No,
GTS,GTS,null,Seat Back,Seat Back,Visual Carbon Fibre,No,,,0,,,No,
GTS,GTS,null,Sill Finishers,Sill Finishers,Jet Black Softgrain Aniline Leather with McLaren Branding,No,,,0,,,No,
GTS,GTS,null,Sill Finishers,Sill Finishers,Satin Extended Carbon Fibre with McLaren Branding,No,,,0,,,No,
GTS,GTS,null,Luggage Bay Floor,Luggage Bay Floor,Jet Black Softgrain Aniline Leather,No,,,0,,,No,
GTS,GTS,null,Luggage Bay Floor,Luggage Bay Floor,Porcelain Softgrain Aniline Leather,No,,,0,,,No,
GTS,GTS,null,Luggage Retention Strap,Luggage Retention Strap,Luggage Retention Strap,No,,,0,,,,No
GTS,GTS,null,Armrest With Mclaren Branding,Armrest With Mclaren Branding,Armrest With Mclaren Branding,No,,,0,,,,No
GTS,GTS,null,Mclaren Track Record Plaque,Mclaren Track Record Plaque,Mclaren Track Record Plaque,No,,,0,,,,No
GTS,GTS,null,Practicality Pack,Practicality Pack,Practicality Pack,No,,,0,,,,No
GTS,GTS,null,Premium Pack,Premium Pack,Premium Pack,No,,,0,,,,No
GTS,GTS,null,Machined Aluminium Details Pack,Machined Aluminium Details Pack,Machined Aluminium Details Pack,No,,,0,,,,No
GTS,GTS,null,Vehicle lift,Vehicle lift,Vehicle lift,No,,,0,,,,No
GTS,GTS,null,Volumetric Alarm Upgrade,Volumetric Alarm Upgrade,Volumetric Alarm Upgrade,No,,,0,,,,No
GTS,GTS,null,Vehicle Tracking System,Vehicle Tracking System,Vehicle Tracking System,No,,,0,,,,No
GTS,GTS,null,Lithium-ion Battery Charger,Lithium-ion Battery Charger,Lithium-ion Battery Charger,No,,,0,,,,No
GTS,GTS,null,Warning Triangle And First Aid,Warning Triangle And First Aid,Warning Triangle And First Aid,No,,,0,,,,No
GTS,GTS,null,Fire Extinguisher,Fire Extinguisher,Fire Extinguisher,No,,,0,,,,No
GTS,GTS,null,Branded Car Cover,Branded Car Cover,Branded Car Cover,No,,,0,,,,No
GTS,GTS,null,Ashtray,Ashtray,Ashtray,No,,,0,,,,No
GTS,GTS,null,Painted Vehicle Key Body Bolour,Painted Vehicle Key Body Bolour,Painted Vehicle Key Body Bolour,No,,,0,,,,No
GTS,GTS,null,Owner's Manual,Owner's Manual,English (UK),No,,,0,,,,
GTS,GTS,null,Owner's Manual,Owner's Manual,French,No,,,0,,,,
GTS,GTS,null,Owner's Manual,Owner's Manual,German,No,,,0,,,,
GTS,GTS,null,Owner's Manual,Owner's Manual,Italian,No,,,0,,,,
GTS,GTS,null,Owner's Manual,Owner's Manual,Polish,No,,,0,,,,
GTS,GTS,null,Owner's Manual,Owner's Manual,Portuguese,No,,,0,,,,
GTS,GTS,null,Owner's Manual,Owner's Manual,Spanish,No,,,0,,,,
GTS,GTS,null,Owner's Manual,Owner's Manual,Latvian,No,,,0,,,,
GTS,GTS,null,System Language,System Language,English (UK),No,,,0,,,,
GTS,GTS,null,System Language,System Language,French,No,,,0,,,,
GTS,GTS,null,System Language,System Language,German,No,,,0,,,,
GTS,GTS,null,System Language,System Language,Italian,No,,,0,,,,
GTS,GTS,null,System Language,System Language,Spanish,No,,,0,,,,
GTS,GTS,null,Printed Owner’s Handbook,Printed Owner’s Handbook,Printed Owner’s Handbook,No,,,0,,,,No
ARTURA,ARTURA,null,Exterior Color,Exterior Color,Racing Inspired - Anthracite,No,Group 1,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767852991/mclaren_cars/d1ccikwdehahpnc974we.jpg,0,https://configurator-cdn.mclaren.com/mal-config-common/P16/paints/paint_pc0129-40.png?sr=c&si=public&sig=Ta23Sl1xB46bHEq%2BBll%2BUj5a96Sx%2Fg0OV1sddWXj6TM%3D,,No,
ARTURA,ARTURA,null,Exterior Color,Exterior Color,Racing Inspired - Papaya Spark,No,Group 1,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767853000/mclaren_cars/tmtyi1c9fiqxxogvfdmv.jpg,0,https://configurator-cdn.mclaren.com/mal-config-common/P16/paints/paint_mc0003e-40.png?sr=c&si=public&sig=Ta23Sl1xB46bHEq%2BBll%2BUj5a96Sx%2Fg0OV1sddWXj6TM%3D,,No,
ARTURA,ARTURA,null,Exterior Color,Exterior Color,Standard - Aurora Blue,No,Group 2,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767853008/mclaren_cars/cpllb4nuyr4hogemxatb.jpg,0,https://configurator-cdn.mclaren.com/mal-config-common/P16/paints/paint_pc0126-40.png?sr=c&si=public&sig=Ta23Sl1xB46bHEq%2BBll%2BUj5a96Sx%2Fg0OV1sddWXj6TM%3D,,No,
