Car,Model,base price of car,Type,Category,Sub Category,Multi Allowed,Description,Image,Price,Display Name,Swatch Image,Currently Selected
Cooper Convertible,JCW Convertible,44600,Color,Exterior Color,Chili Red II,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767710285/mini_cooper_cars/jcw_convertible/exterior_colors/mini_cooper_cars/jcw_convertible/exterior_colors/exterior_colors_0_chili_red_ii.png,0,Chili Red II,https://assets.autointel.ai/wQz2AXc7/pBdVlqyaBWtgBq6vAekLZw,Yes
Cooper Convertible,JCW Convertible,44600,Color,Exterior Color,Sunny Side Yellow,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767710295/mini_cooper_cars/jcw_convertible/exterior_colors/mini_cooper_cars/jcw_convertible/exterior_colors/exterior_colors_1_sunny_side_yellow.png,650,Sunny Side Yellow,https://assets.autointel.ai/wQz2AXc7/OayKymJEnLH781kuuN-MEw,No
Cooper Convertible,JCW Convertible,44600,Color,Exterior Color,Legend Grey Metallic,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767710306/mini_cooper_cars/jcw_convertible/exterior_colors/mini_cooper_cars/jcw_convertible/exterior_colors/exterior_colors_2_legend_grey_metallic.png,650,Legend Grey Metallic,https://assets.autointel.ai/wQz2AXc7/f-1xCs4DGYmA1tlfYgjGkg,No
Cooper Convertible,JCW Convertible,44600,Color,Exterior Color,Ocean Wave Green Metallic,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767710317/mini_cooper_cars/jcw_convertible/exterior_colors/mini_cooper_cars/jcw_convertible/exterior_colors/exterior_colors_3_ocean_wave_green_metallic.png,650,Ocean Wave Green Metallic,https://assets.autointel.ai/wQz2AXc7/keGMrB55g30LlxKAaGAj1w,No
Cooper Convertible,JCW Convertible,44600,Color,Exterior Color,Blazing Blue Metallic,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767710330/mini_cooper_cars/jcw_convertible/exterior_colors/mini_cooper_cars/jcw_convertible/exterior_colors/exterior_colors_4_blazing_blue_metallic.png,650,Blazing Blue Metallic,https://assets.autointel.ai/wQz2AXc7/27wIdJiPq7ACbG5f_fV0Kg,No
Cooper Convertible,JCW Convertible,44600,Color,Exterior Color,Icy Sunshine Blue Metallic,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767710342/mini_cooper_cars/jcw_convertible/exterior_colors/mini_cooper_cars/jcw_convertible/exterior_colors/exterior_colors_5_icy_sunshine_blue_metallic.png,650,Icy Sunshine Blue Metallic,https://assets.autointel.ai/wQz2AXc7/m6pC37eIjJpj00qvZzCPUw,No
Cooper Convertible,JCW Convertible,44600,Color,Exterior Color,Indigo Sunset Blue Metallic,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767710353/mini_cooper_cars/jcw_convertible/exterior_colors/mini_cooper_cars/jcw_convertible/exterior_colors/exterior_colors_6_indigo_sunset_blue_metallic.png,650,Indigo Sunset Blue Metallic,https://assets.autointel.ai/wQz2AXc7/8Bfjso5U0xko2ke6_WervQ,No
Cooper Convertible,JCW Convertible,44600,Color,Exterior Color,Nanuq White Metallic,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767710366/mini_cooper_cars/jcw_convertible/exterior_colors/mini_cooper_cars/jcw_convertible/exterior_colors/exterior_colors_7_nanuq_white_metallic.png,650,Nanuq White Metallic,https://assets.autointel.ai/wQz2AXc7/sfVwLdvyoLNE8TJeaT3pLA,No
Cooper Convertible,JCW Convertible,44600,Color,Exterior Color,Melting Silver III Metallic,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767710376/mini_cooper_cars/jcw_convertible/exterior_colors/mini_cooper_cars/jcw_convertible/exterior_colors/exterior_colors_8_melting_silver_iii_metallic.png,650,Melting Silver III Metallic,https://assets.autointel.ai/wQz2AXc7/GY1SOOQ-Z23fnbMQ5tvHrg,No
Cooper Convertible,JCW Convertible,44600,Color,Exterior Color,Midnight Black II Metallic,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767710387/mini_cooper_cars/jcw_convertible/exterior_colors/mini_cooper_cars/jcw_convertible/exterior_colors/exterior_colors_9_midnight_black_ii_metallic.png,650,Midnight Black II Metallic,https://assets.autointel.ai/wQz2AXc7/oWA4lROJM9RLsRBRG4HpLA,No
Cooper Convertible,JCW Convertible,44600,Color,Exterior Color,British Racing Green IV Metallic,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767710398/mini_cooper_cars/jcw_convertible/exterior_colors/mini_cooper_cars/jcw_convertible/exterior_colors/exterior_colors_10_british_racing_green_iv_metallic.png,650,British Racing Green IV Metallic,https://assets.autointel.ai/wQz2AXc7/v8UG7ZyfYJbx5XCBhiiKEA,No
Cooper Convertible,JCW Convertible,44600,Color,Exterior Color,Copper Grey Metallic,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767710408/mini_cooper_cars/jcw_convertible/exterior_colors/mini_cooper_cars/jcw_convertible/exterior_colors/exterior_colors_11_copper_grey_metallic.png,650,Copper Grey Metallic,https://assets.autointel.ai/wQz2AXc7/MNWIOrtDtKByqCNk0IVqEw,No
Cooper Convertible,JCW Convertible,44600,Roof & Mirror,Roof and Mirror Caps,Mirror Caps in Black,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767710419/mini_cooper_cars/jcw_convertible/roof_mirror_caps/mini_cooper_cars/jcw_convertible/roof_mirror_caps/roof_mirror_caps_0_mirror_caps_in_black.png,0,Mirror Caps in Black,,Yes
Cooper Convertible,JCW Convertible,44600,Roof & Mirror,Roof and Mirror Caps,Mirror Caps in Chili Red,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767710434/mini_cooper_cars/jcw_convertible/roof_mirror_caps/mini_cooper_cars/jcw_convertible/roof_mirror_caps/roof_mirror_caps_1_mirror_caps_in_chili_red.png,0,Mirror Caps in Chili Red,,No
Cooper Convertible,JCW Convertible,44600,Wheels,Wheels,"17"" John Cooper Works Sprint Spoke Blackwith All-Season Tires",No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767710445/mini_cooper_cars/jcw_convertible/wheels/mini_cooper_cars/jcw_convertible/wheels/wheels_0_17__john_cooper_works_sprint_spoke_blackwith_all-season_tires.png,0,17_ John Cooper Works Sprint Spoke Blackwith All-Season Tires,,Yes
Cooper Convertible,JCW Convertible,44600,Wheels,Wheels,"17"" John Cooper Works Sprint Spoke Blackwith Summer Runflat Tires",No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767710456/mini_cooper_cars/jcw_convertible/wheels/mini_cooper_cars/jcw_convertible/wheels/wheels_1_17__john_cooper_works_sprint_spoke_blackwith_summer_runflat_tires.png,0,17_ John Cooper Works Sprint Spoke Blackwith Summer Runflat Tires,,No
Cooper Convertible,JCW Convertible,44600,Wheels,Wheels,"18"" John Cooper Works Lap Spoke 2-Tone with Summer Tires",No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767710467/mini_cooper_cars/jcw_convertible/wheels/mini_cooper_cars/jcw_convertible/wheels/wheels_2_18__john_cooper_works_lap_spoke_2-tone_with_summer_tires.png,750,18_ John Cooper Works Lap Spoke 2-Tone with Summer Tires,,No
Cooper Convertible,JCW Convertible,44600,Wheels,Wheels,"18"" John Cooper Works Lap Spoke 2-Tone with Sport Tires",No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767710477/mini_cooper_cars/jcw_convertible/wheels/mini_cooper_cars/jcw_convertible/wheels/wheels_3_18__john_cooper_works_lap_spoke_2-tone_with_sport_tires.png,750,18_ John Cooper Works Lap Spoke 2-Tone with Sport Tires,,No
Cooper Convertible,JCW Convertible,44600,Interior,Interior,Vescin/Cord combination JCW Black,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767710489/mini_cooper_cars/jcw_convertible/interior/mini_cooper_cars/jcw_convertible/interior/interior_0_vescin_cord_combination_jcw_black.png,0,Vescin_Cord combination JCW Black,,Yes
